model	nDCG	ItemCoverage	HR	RMSE
UserKNN_nn=50_sim=cosine_imp=classical_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2697508624600219	752.0	0.8442622950819673	10.77978087294282
