model	nDCG	ItemCoverage	HR	RMSE
UserKNN_nn=50_sim=cosine_imp=classical_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2833461731600022	765.0	0.8295081967213115	16.298071499770636
