model	nDCG	ItemCoverage	HR	RMSE
UserKNN_nn=50_sim=cosine_imp=classical_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.27177162983941683	751.0	0.8311475409836065	16.93439172150149
